order_id,customer_id,product_id,order_date,quantity
92,840,200,2023-08-22,3
93,372,385,2021-06-30,4
94,962,462,2022-12-27,1
95,146,383,2022-10-11,2
96,846,355,2022-07-24,3
97,28,422,2022-11-27,1
98,292,149,2021-03-18,1
99,856,428,2023-07-17,1
100,422,450,2023-09-24,3
101,120,462,2022-11-11,1
102,237,88,2021-06-19,3
103,877,119,2021-04-12,2
104,49,241,2023-09-24,3
105,645,230,2022-01-04,4
106,792,383,2021-02-09,4
107,91,324,2023-02-24,3
108,503,261,2022-09-08,4
109,86,390,2021-08-03,2
110,539,149,2021-01-10,4
111,196,148,2022-04-08,3
112,649,201,2022-03-25,4
113,756,346,2021-04-26,1
114,45,357,2021-07-12,2
115,525,459,2021-04-18,1
116,201,375,2022-02-04,2
117,517,14,2021-09-16,4
118,214,140,2022-06-21,3
119,466,359,2021-11-03,4
120,367,195,2023-06-18,2
121,105,375,2023-01-09,2
122,164,455,2022-06-11,2
123,139,165,2022-07-19,4
124,425,94,2023-03-20,1
125,894,11,2022-08-13,1
126,459,259,2023-04-21,4
127,478,405,2023-02-06,2
128,937,404,2023-07-30,3
129,338,259,2021-11-04,2
130,456,172,2022-07-31,4
131,651,200,2022-04-22,3
132,783,33,2022-03-03,4
133,966,47,2021-07-11,3
134,328,363,2023-01-26,4
135,424,36,2021-02-01,1
136,652,51,2023-04-30,3
137,920,33,2021-04-10,4
138,229,382,2022-07-10,1
139,901,386,2023-02-12,1
140,717,295,2022-03-23,3
141,949,266,2022-05-01,4
142,331,148,2023-08-24,2
143,461,435,2021-05-26,4
144,642,46,2023-07-17,1
145,937,176,2021-03-01,4
146,830,46,2022-03-31,2
147,691,212,2022-06-15,4
148,317,421,2021-05-12,2
149,277,97,2021-09-19,4
150,465,242,2021-08-11,2
151,344,390,2021-06-17,3
152,39,107,2023-06-27,1
153,982,38,2021-12-12,1
154,867,276,2022-03-16,2
155,752,15,2022-12-01,2
156,510,30,2022-12-16,3
157,862,152,2021-07-03,4
158,388,480,2023-06-15,3
159,904,332,2021-04-06,4
160,622,90,2023-04-07,3
161,176,418,2023-08-03,1
162,551,220,2023-04-28,2
163,404,100,2022-08-22,3
164,644,241,2021-05-02,3
165,661,313,2022-01-24,2
166,575,78,2022-05-27,3
167,435,284,2021-03-28,2
168,869,257,2022-07-19,4
169,985,165,2023-09-10,3
170,349,29,2022-06-20,4
171,154,337,2021-02-02,4
172,640,164,2022-07-12,2
173,189,278,2022-06-09,1
174,229,193,2021-12-10,2
175,912,367,2023-05-18,4
176,292,212,2021-06-09,1
177,882,33,2023-02-17,2
178,585,235,2022-01-10,2
179,593,163,2021-05-12,2
180,43,84,2022-10-25,3
181,899,323,2023-05-09,2
182,302,45,2021-07-20,2
183,179,248,2023-03-14,2
184,825,455,2021-10-18,1
185,704,340,2021-01-17,3
186,794,452,2023-08-18,4
187,944,355,2023-04-04,1
188,295,448,2023-06-11,2
189,17,33,2023-03-30,2
190,106,269,2021-04-21,1
191,785,33,2023-06-02,1
192,234,165,2021-02-19,4
193,490,417,2022-02-26,2
194,811,306,2021-09-20,3
195,250,313,2022-08-12,4
196,788,237,2022-11-10,3
197,92,460,2022-05-19,1
198,616,49,2021-02-12,1
199,180,438,2023-07-22,1
200,921,457,2021-07-10,3
201,86,393,2021-02-17,2
202,971,85,2022-08-17,2
203,886,254,2022-05-21,3
204,591,52,2022-11-10,1
205,826,377,2022-06-12,1
206,232,454,2023-02-09,4
207,592,56,2022-02-10,4
208,301,103,2023-01-12,3
209,741,189,2023-01-05,4
210,391,436,2021-06-07,4
211,300,132,2021-05-12,4
212,550,473,2022-05-17,3
213,957,440,2021-04-01,1
214,820,238,2021-05-21,1
215,382,205,2023-08-18,1
216,692,355,2022-01-08,1
217,918,134,2022-06-22,1
218,542,169,2022-07-08,4
219,379,105,2021-04-11,3
220,213,159,2022-01-25,3
221,214,410,2023-05-18,2
222,52,217,2023-05-13,2
223,652,249,2022-01-15,3
224,838,276,2022-04-06,4
225,359,495,2022-04-05,2
226,526,466,2022-11-23,2
227,194,330,2023-09-02,3
228,64,433,2022-06-13,4
229,338,302,2023-04-25,3
230,250,401,2022-09-24,4
231,477,422,2021-10-14,3
232,879,58,2023-03-03,4
233,62,442,2023-01-12,4
234,55,405,2021-10-08,3
235,109,128,2023-02-10,1
236,351,323,2023-08-23,3
237,912,475,2021-09-12,1
238,72,492,2022-03-10,2
239,887,119,2023-09-01,2
240,120,418,2021-06-19,2
241,848,369,2023-05-02,1
242,781,50,2021-06-14,3
243,135,289,2021-05-17,1
244,52,105,2023-07-01,1
245,904,335,2022-12-28,2
246,276,358,2021-08-05,1
247,545,18,2023-07-25,1
248,171,424,2023-03-25,2
249,851,143,2021-08-01,3
250,468,445,2022-09-23,3
251,835,98,2022-05-21,4
252,782,15,2023-09-13,2
253,255,53,2023-08-08,4
254,482,178,2021-12-19,3
255,934,419,2022-02-08,2
256,261,161,2021-02-08,4
257,948,314,2021-04-06,3
258,474,266,2021-07-17,3
259,480,17,2023-05-07,3
260,1,124,2021-01-12,1
261,278,377,2021-04-18,1
262,781,183,2022-07-25,2
263,546,101,2021-08-09,4
264,28,403,2023-03-01,3
265,292,302,2022-10-21,4
266,265,320,2023-09-20,3
267,109,345,2023-03-01,2
268,22,471,2022-05-08,2
269,456,468,2023-09-01,2
270,771,163,2022-03-24,1
271,389,274,2023-08-23,4
272,682,55,2022-07-17,1
273,503,158,2021-07-08,3
274,411,191,2021-10-04,4
275,334,292,2021-12-25,4
276,998,328,2021-03-15,2
277,861,193,2023-07-10,2
278,565,280,2021-01-21,1
279,618,399,2023-06-07,4
280,342,52,2021-05-03,1
281,7,146,2022-10-18,2
282,969,354,2023-07-23,3
283,447,214,2023-01-25,3
284,518,69,2021-03-08,3
285,487,140,2021-01-11,4
286,426,269,2022-08-29,4
287,450,499,2022-03-14,3
288,536,120,2021-06-12,4
289,884,49,2021-08-21,3
290,718,463,2023-09-25,3
291,708,454,2022-01-14,1
292,158,484,2023-04-24,4
293,571,262,2021-02-18,4
294,360,457,2022-04-14,1
295,447,320,2021-08-10,2
296,694,69,2022-12-18,3
297,988,464,2021-11-21,4
298,50,18,2021-11-30,2
299,949,20,2021-07-21,4
300,535,474,2022-02-20,4
301,590,214,2023-06-03,4
302,290,275,2021-02-26,3
303,423,133,2022-12-31,4
304,802,390,2021-04-05,4
305,262,239,2022-09-12,1
306,164,483,2023-04-17,4
307,402,321,2021-05-22,3
308,704,66,2022-03-03,4
309,182,132,2023-02-15,2
310,252,323,2021-04-14,1
311,838,149,2023-05-27,4
312,938,399,2022-01-23,2
313,791,373,2022-05-25,2
314,886,15,2021-10-10,3
315,342,252,2022-03-04,1
316,54,30,2022-01-04,4
317,603,46,2023-09-14,4
318,601,154,2022-02-24,4
319,262,63,2022-03-14,4
320,988,101,2022-04-04,1
321,587,204,2022-02-07,2
322,685,131,2021-08-03,1
323,265,297,2023-04-23,1
324,540,11,2022-08-30,2
325,347,347,2021-05-18,2
326,369,228,2021-04-19,1
327,937,96,2023-09-21,3
328,381,273,2023-08-08,2
329,186,22,2021-09-11,1
330,608,470,2021-08-01,4
331,595,301,2021-03-24,1
332,117,135,2022-04-25,3
333,496,408,2022-01-20,2
334,821,236,2021-11-07,2
335,313,196,2021-05-27,3
336,941,64,2023-07-25,3
337,689,42,2021-02-03,2
338,699,115,2023-01-25,3
339,682,196,2023-03-01,1
340,859,489,2021-01-23,1
341,322,268,2021-02-22,2
342,557,147,2023-01-08,4
343,17,32,2023-09-19,2
344,8,414,2023-07-27,2
345,278,136,2023-09-10,2
346,439,297,2022-11-20,4
347,326,357,2021-03-31,2
348,53,222,2022-06-29,2
349,359,30,2023-04-26,4
350,662,420,2023-02-22,1
351,12,156,2023-09-24,4
352,971,17,2023-01-07,4
353,547,278,2023-07-30,4
354,780,297,2023-07-06,3
355,892,287,2023-04-30,3
356,830,148,2023-03-17,4
357,445,203,2021-04-27,1
358,369,4,2023-01-10,2
359,939,301,2023-01-17,1
360,997,168,2021-04-22,2
361,626,384,2022-07-19,2
362,57,377,2022-07-02,3
363,55,265,2022-06-06,1
364,572,230,2021-03-29,3
365,255,436,2022-03-03,2
366,259,468,2022-11-30,2
367,666,226,2021-10-27,2
368,309,319,2022-08-25,1
369,127,35,2021-07-14,3
370,742,349,2023-07-28,4
371,451,73,2023-02-13,3
372,539,144,2021-11-27,1
373,307,412,2022-05-23,3
374,281,308,2022-09-29,4
375,564,374,2023-02-26,2
376,102,376,2023-08-12,3
377,287,151,2022-05-05,3
378,74,221,2023-09-25,1
379,701,46,2021-04-05,2
380,299,66,2023-08-26,4
381,62,379,2022-06-29,4
382,559,500,2023-05-25,1
383,863,46,2022-12-08,4
384,658,347,2021-01-29,2
385,128,101,2021-01-02,1
386,295,299,2022-05-27,1
387,635,157,2021-03-12,3
388,748,239,2022-04-21,3
389,811,214,2023-09-25,2
390,926,291,2022-12-02,2
391,738,118,2021-10-03,1
392,896,181,2022-05-26,3
393,270,489,2021-06-25,2
394,897,137,2021-10-15,3
395,883,450,2022-09-16,2
396,178,416,2021-02-18,3
397,433,367,2022-09-17,3
398,352,273,2021-04-15,3
399,451,237,2021-01-24,4
400,54,337,2021-02-12,4
401,574,406,2021-12-16,3
402,475,96,2021-04-01,2
403,236,65,2022-10-02,2
404,231,374,2021-05-10,2
405,99,71,2023-02-15,1
406,382,308,2022-01-23,3
407,261,33,2023-05-10,2
408,246,354,2021-08-19,3
409,935,126,2021-03-05,4
410,733,91,2022-08-15,1
411,782,343,2022-05-27,4
412,641,399,2021-06-21,3
413,901,476,2023-01-10,3
414,928,129,2022-04-22,1
415,521,388,2023-04-12,1
416,613,280,2022-01-05,3
417,494,491,2023-01-18,4
418,779,338,2022-11-21,2
419,64,336,2023-01-17,3
420,709,50,2021-04-27,2
421,349,272,2022-04-30,4
422,479,316,2021-01-29,4
423,898,302,2023-01-28,2
424,352,91,2021-05-15,3
425,551,400,2021-01-30,3
426,597,496,2022-01-01,3
427,621,463,2021-10-26,3
428,7,36,2021-06-01,3
429,755,310,2023-05-26,1
430,580,492,2021-02-09,1
431,740,133,2022-06-13,2
432,588,452,2023-03-11,2
433,767,344,2023-08-13,1
434,182,237,2021-03-29,3
435,997,117,2021-09-29,4
436,749,196,2022-01-11,1
437,316,357,2022-03-11,2
438,641,252,2021-06-01,1
439,274,449,2022-12-24,1
440,653,425,2021-09-25,2
441,844,93,2021-03-12,3
442,769,389,2022-04-09,1
443,999,302,2023-03-12,1
444,257,495,2023-02-22,4
445,323,217,2023-02-01,3
446,728,10,2022-09-27,2
447,584,212,2023-03-21,3
448,256,425,2021-04-01,1
449,643,164,2021-02-04,2
450,705,345,2021-08-17,4
451,754,131,2022-08-31,3
452,780,253,2023-04-26,2
453,24,271,2023-09-05,4
454,94,134,2022-03-22,3
455,540,137,2022-02-05,2
456,182,363,2021-02-10,2
457,697,214,2022-03-24,4
458,702,96,2022-04-27,3
459,280,84,2022-11-24,1
460,204,289,2022-06-14,1
461,492,212,2021-11-07,4
462,161,489,2021-04-10,4
463,898,84,2021-11-03,2
464,171,205,2021-06-25,2
465,354,46,2023-04-26,2
466,391,18,2022-12-24,4
467,856,19,2021-02-28,2
468,86,479,2021-06-05,3
469,843,180,2023-01-14,4
470,706,154,2022-01-22,3
471,260,327,2023-07-20,1
472,245,271,2023-09-15,1
473,51,181,2022-10-15,3
474,280,134,2021-03-14,2
475,783,92,2023-07-31,3
476,915,123,2021-05-11,3
477,605,457,2022-02-03,3
478,998,85,2022-04-17,2
479,696,51,2023-03-23,3
480,481,217,2021-03-06,1
481,265,443,2021-06-14,2
482,761,333,2022-08-06,2
483,967,293,2022-08-27,4
484,262,437,2021-06-25,1
485,97,55,2023-05-28,1
486,442,122,2022-09-18,4
487,888,347,2021-08-16,1
488,103,279,2021-07-30,2
489,505,441,2021-08-01,3
490,203,150,2023-07-25,1
491,500,23,2022-04-08,1
492,619,12,2023-08-01,2
493,304,70,2023-05-07,1
494,94,426,2021-09-16,3
495,960,160,2022-07-20,1
496,253,303,2023-05-06,2
497,35,369,2021-12-10,4
498,309,57,2023-02-16,4
499,561,453,2022-01-07,4
500,925,280,2022-03-07,3
501,559,268,2022-05-12,2
502,635,37,2022-10-29,2
503,394,341,2021-05-14,1
504,860,411,2021-04-22,1
505,713,96,2021-04-09,3
506,509,94,2023-07-07,1
507,872,185,2023-03-26,1
508,914,43,2023-06-21,1
509,963,195,2022-06-14,1
510,464,480,2023-06-11,2
511,85,94,2022-04-28,3
512,719,290,2023-02-02,3
513,862,40,2021-02-16,3
514,986,73,2022-11-12,1
515,318,286,2022-05-25,3
516,311,420,2021-01-13,3
517,994,332,2021-04-16,1
518,278,373,2022-07-23,4
519,640,256,2023-05-24,3
520,740,349,2022-03-05,1
521,955,83,2023-05-08,1
522,45,461,2021-10-11,3
523,333,449,2023-08-15,4
524,28,235,2023-08-22,3
525,563,79,2021-01-29,4
526,552,234,2022-04-10,3
527,631,291,2021-01-15,3
528,89,42,2023-08-11,1
529,446,436,2022-07-15,2
530,414,382,2021-12-17,4
531,994,333,2023-04-14,1
532,158,363,2023-04-11,3
533,820,215,2022-01-10,3
534,666,317,2023-03-29,2
535,123,460,2021-12-31,2
536,182,244,2021-01-13,1
537,177,48,2022-06-12,1
538,187,333,2023-05-15,2
539,22,396,2021-03-18,3
540,585,213,2022-03-08,1
541,258,262,2023-03-09,2
542,885,302,2022-09-01,1
543,893,401,2022-07-10,4
544,802,330,2023-08-06,2
545,881,262,2021-12-13,3
546,46,309,2023-08-19,2
547,225,234,2021-03-31,2
548,862,270,2022-03-25,2
549,177,266,2022-06-21,4
550,39,86,2021-01-27,1
551,882,62,2023-04-30,1
552,593,163,2023-04-12,1
553,368,158,2022-02-16,4
554,905,274,2021-12-10,2
555,977,423,2023-08-02,3
556,444,113,2022-04-08,2
557,749,385,2022-09-25,2
558,329,343,2022-01-16,2
559,985,418,2023-06-05,2
560,581,65,2022-05-04,3
561,978,485,2022-07-10,1
562,769,13,2023-02-12,2
563,238,459,2023-02-07,2
564,926,411,2022-01-23,4
565,666,10,2023-07-14,1
566,664,337,2022-08-08,2
567,134,120,2023-02-02,4
568,532,89,2021-05-03,2
569,101,132,2021-04-11,3
570,704,6,2022-08-08,1
571,532,28,2021-10-08,2
572,903,171,2022-05-25,1
573,710,77,2023-05-31,3
574,564,139,2021-07-01,3
575,704,388,2023-02-05,4
576,487,295,2021-03-20,1
577,122,99,2021-03-26,3
578,439,246,2023-02-13,1
579,73,241,2022-01-23,4
580,405,238,2023-09-11,3
581,136,419,2023-02-20,3
582,265,148,2021-06-24,3
583,685,264,2021-05-24,4
584,184,181,2022-11-03,3
585,401,112,2022-08-14,3
586,563,401,2022-07-31,1
587,472,490,2023-08-28,1
588,901,343,2021-09-08,4
589,904,207,2023-04-06,4
590,66,288,2022-09-14,4
591,344,5,2022-03-13,2
592,190,420,2021-03-25,4
593,40,395,2022-04-13,2
594,337,302,2023-04-23,4
595,583,449,2023-03-12,1
596,710,214,2022-05-22,4
597,912,398,2023-05-05,3
598,996,237,2021-08-14,4
599,109,102,2022-03-16,3
600,291,204,2022-11-20,1
601,725,283,2023-04-01,2
602,66,461,2022-02-24,4
603,96,314,2023-02-16,1
604,855,211,2022-06-21,3
605,154,248,2021-08-16,4
606,512,240,2021-04-15,3
607,763,406,2021-11-27,4
608,753,375,2022-07-14,1
609,770,126,2022-11-23,1
610,209,444,2023-09-24,1
611,735,251,2021-02-08,3
612,116,437,2022-04-29,2
613,691,431,2023-03-12,1
614,346,306,2023-08-30,2
615,617,202,2023-03-01,2
616,69,179,2021-05-17,1
617,301,74,2022-01-02,3
618,997,4,2023-02-27,1
619,873,23,2021-10-20,2
620,943,431,2023-05-19,3
621,732,88,2023-04-14,4
622,23,40,2022-06-02,4
623,154,496,2023-04-12,1
624,275,22,2021-03-17,2
625,655,281,2021-05-22,3
626,342,172,2022-05-04,2
627,548,173,2022-02-28,3
628,301,498,2021-09-04,2
629,883,198,2021-09-10,3
630,159,20,2022-04-11,3
631,404,14,2022-03-30,4
632,548,155,2022-05-25,3
633,742,453,2021-07-03,2
634,604,92,2021-11-27,1
635,187,319,2021-05-02,2
636,339,264,2022-03-28,4
637,504,6,2023-01-29,2
638,922,150,2023-06-03,3
639,742,200,2022-11-20,3
640,335,295,2023-06-14,4
641,969,416,2023-07-13,3
642,855,210,2023-03-24,3
643,379,145,2021-10-06,1
644,973,154,2022-01-22,3
645,388,95,2021-02-04,1
646,142,283,2021-06-18,3
647,765,406,2021-12-28,4
648,51,256,2023-03-11,4
649,305,170,2022-03-17,1
650,514,78,2021-11-11,4
651,942,40,2022-05-26,1
652,218,58,2022-04-18,2
653,476,256,2023-01-04,3
654,862,490,2022-10-19,1
655,757,266,2021-11-28,2
656,902,328,2023-03-11,2
657,864,254,2023-03-27,3
658,617,498,2023-05-16,3
659,402,445,2023-07-19,1
660,88,126,2023-03-20,1
661,448,340,2022-04-09,3
662,724,467,2022-07-19,1
663,592,241,2023-01-16,4
664,182,427,2021-03-14,2
665,808,29,2021-10-08,3
666,344,263,2022-02-05,2
667,357,169,2022-02-06,4
668,58,229,2022-05-25,4
669,625,199,2023-08-25,3
670,743,356,2023-01-14,2
671,838,20,2022-06-24,3
672,194,326,2022-04-06,2
673,741,116,2023-07-05,3
674,225,377,2023-08-16,1
675,793,416,2021-06-21,4
676,59,68,2021-04-23,2
677,881,62,2022-09-01,4
678,555,483,2022-12-18,1
679,31,432,2022-04-07,3
680,723,428,2022-04-13,3
681,919,321,2022-03-11,1
682,412,418,2022-04-21,3
683,268,12,2023-09-02,2
684,656,231,2021-08-04,3
685,955,372,2023-01-13,2
686,382,381,2022-11-08,3
687,367,418,2022-03-17,2
688,427,76,2021-11-15,3
689,6,398,2022-02-15,2
690,670,398,2021-08-03,4
691,699,124,2021-10-31,3
692,546,42,2021-08-31,1
693,891,111,2022-01-10,4
694,857,50,2022-01-13,3
695,692,204,2021-06-30,4
696,798,129,2023-08-23,2
697,523,262,2023-04-11,4
698,822,411,2022-11-23,4
699,149,41,2022-04-30,3
700,846,201,2023-05-15,2
701,391,418,2023-01-26,4
702,457,429,2023-03-07,2
703,976,449,2022-03-01,1
704,208,225,2023-03-08,2
705,867,161,2022-09-28,2
706,317,273,2022-09-01,4
707,284,320,2022-01-16,3
708,81,177,2021-08-17,3
709,27,411,2023-03-22,2
710,89,259,2021-04-21,1
711,63,500,2021-04-06,3
712,954,297,2023-01-06,1
713,33,440,2023-01-27,1
714,106,203,2023-01-02,3
715,129,233,2023-08-19,1
716,356,142,2022-05-14,2
717,842,322,2021-02-21,3
718,124,107,2023-02-01,3
719,615,461,2023-03-19,4
720,551,346,2021-01-23,4
721,711,54,2022-02-08,2
722,927,66,2021-04-25,2
723,242,171,2021-12-20,1
724,209,500,2022-04-05,1
725,498,317,2022-03-04,4
726,204,29,2021-07-07,1
727,995,381,2023-05-22,1
728,493,93,2023-03-03,1
729,366,447,2022-07-20,4
730,625,311,2021-05-13,1
731,777,336,2022-09-28,1
732,482,321,2023-01-21,2
733,208,135,2022-10-16,2
734,99,276,2022-10-28,4
735,58,423,2022-03-20,2
736,146,492,2023-06-11,2
737,546,485,2021-05-13,1
738,579,170,2021-05-09,1
739,45,215,2022-08-04,3
740,809,428,2022-12-19,3
741,865,337,2023-03-16,4
742,448,364,2021-12-17,1
743,803,319,2023-05-04,1
744,39,217,2022-04-30,2
745,463,24,2022-10-22,1
746,929,473,2022-06-20,1
747,627,470,2022-03-23,4
748,26,10,2023-02-28,2
749,231,98,2021-02-26,3
750,612,153,2023-04-20,2
751,664,60,2023-02-23,1
752,590,194,2021-08-20,1
753,494,250,2022-03-24,4
754,370,476,2021-02-14,4
755,17,45,2023-03-05,2
756,611,52,2023-06-30,4
757,737,168,2022-09-04,4
758,881,6,2021-10-12,4
759,665,308,2022-09-25,2
760,96,420,2021-12-07,2
761,989,13,2021-12-30,3
762,754,69,2022-09-10,4
763,629,314,2023-06-29,2
764,779,72,2023-05-19,3
765,387,271,2021-11-07,3
766,919,271,2022-11-12,1
767,731,173,2021-11-16,1
768,798,465,2022-02-09,4
769,414,318,2021-08-28,3
770,232,383,2021-12-03,3
771,220,26,2021-04-12,3
772,821,207,2021-07-10,1
773,846,228,2022-11-05,3
774,247,348,2021-09-22,1
775,361,422,2023-06-04,3
776,663,93,2021-08-18,3
777,606,477,2021-09-19,3
778,689,222,2022-03-15,2
779,519,455,2021-10-02,1
780,946,78,2022-12-17,3
781,170,230,2023-04-03,1
782,914,370,2023-02-10,1
783,706,151,2022-01-31,2
784,597,442,2023-08-02,1
785,279,281,2021-01-20,3
786,37,26,2023-03-18,4
787,838,408,2023-08-23,3
788,382,1,2021-09-23,1
789,359,215,2023-03-24,2
790,249,214,2022-04-24,1
791,458,490,2021-09-18,3
792,315,478,2022-01-01,2
793,275,79,2023-03-06,3
794,134,328,2023-08-28,3
795,538,434,2023-03-22,3
796,104,183,2021-09-17,4
797,35,141,2021-11-05,2
798,844,204,2023-08-24,4
799,620,306,2023-09-18,4
800,978,94,2021-09-09,2
801,498,367,2022-08-12,1
802,946,246,2021-01-31,2
803,804,52,2023-08-03,4
804,394,441,2023-05-02,2
805,806,251,2022-08-15,1
806,976,156,2023-01-26,3
807,818,233,2023-06-24,2
808,636,412,2022-10-18,1
809,963,466,2023-05-30,3
810,155,110,2022-12-27,1
811,63,161,2023-06-11,4
812,666,144,2021-07-10,4
813,156,478,2023-02-01,1
814,829,425,2023-09-04,4
815,59,9,2022-01-06,2
816,598,411,2021-06-22,2
817,102,350,2022-12-31,1
818,375,322,2022-01-11,2
819,718,270,2021-11-20,4
820,746,493,2021-02-18,1
821,175,453,2022-04-01,4
822,371,406,2022-05-25,4
823,602,69,2023-05-26,2
824,899,196,2021-01-09,4
825,336,257,2022-05-05,1
826,827,123,2022-07-14,4
827,20,205,2023-01-25,1
828,954,400,2022-05-26,2
829,490,270,2021-12-30,4
830,800,467,2023-05-02,2
831,769,84,2022-08-04,3
832,818,45,2021-01-22,1
833,370,149,2023-01-10,4
834,409,86,2022-07-11,3
835,995,365,2021-04-16,3
836,501,393,2022-08-05,4
837,5,153,2021-12-29,4
838,151,366,2023-09-09,2
839,110,39,2022-04-27,4
840,70,425,2022-06-25,3
841,816,168,2022-10-10,4
842,644,467,2023-05-22,2
843,318,122,2022-02-15,4
844,46,246,2022-10-13,3
845,547,94,2021-04-21,3
846,102,196,2022-12-29,1
847,42,334,2022-08-28,3
848,72,457,2021-08-18,2
849,183,118,2022-06-24,4
850,469,186,2021-06-21,4
851,562,133,2022-07-05,3
852,4,362,2022-12-04,1
853,213,177,2022-09-19,4
854,305,375,2021-03-21,3
855,878,484,2022-10-16,2
856,765,398,2021-08-25,4
857,252,207,2021-01-26,4
858,429,427,2022-05-06,2
859,778,159,2022-11-10,2
860,852,410,2023-08-18,4
861,37,272,2021-07-22,4
862,447,297,2022-02-06,4
863,692,197,2021-10-19,4
864,770,330,2022-07-04,4
865,435,489,2021-10-27,3
866,438,17,2021-11-08,1
867,766,48,2023-08-19,4
868,715,296,2022-04-10,3
869,226,257,2021-01-08,3
870,875,374,2022-10-31,3
871,564,490,2022-01-13,3
872,485,276,2022-01-04,3
873,349,93,2023-07-30,1
874,915,244,2021-08-29,1
875,528,46,2021-11-05,1
876,983,81,2021-09-29,4
877,774,222,2022-10-13,2
878,67,32,2021-11-06,4
879,761,402,2023-03-12,2
880,946,220,2021-04-13,1
881,654,283,2022-09-01,2
882,503,74,2021-06-19,3
883,455,57,2022-03-09,3
884,541,44,2022-07-12,1
885,311,389,2023-04-10,3
886,867,433,2023-04-06,2
887,954,138,2022-10-18,1
888,137,345,2021-10-17,2
889,198,186,2021-08-27,3
890,639,361,2021-02-09,2
891,63,166,2021-02-06,3
892,287,389,2022-05-01,3
893,952,433,2022-09-06,3
894,355,352,2022-06-28,3
895,705,116,2022-11-07,4
896,170,12,2021-06-23,4
897,851,88,2022-07-20,2
898,477,272,2021-01-19,3
899,266,41,2022-02-16,4
900,413,445,2022-04-20,1
901,724,216,2023-04-29,1
902,899,66,2023-02-18,4
903,908,346,2022-10-06,1
904,8,15,2021-06-06,2
905,305,363,2022-09-30,2
906,205,377,2022-11-27,4
907,849,303,2021-06-23,2
908,906,208,2023-05-15,3
909,973,123,2023-04-20,1
910,927,77,2021-10-06,1
911,4,105,2021-11-19,4
912,387,230,2021-05-10,4
913,457,76,2022-11-12,2
914,435,281,2022-08-25,3
915,563,148,2022-08-30,4
916,293,152,2022-04-28,4
917,645,212,2022-01-08,3
918,755,241,2021-02-11,4
919,254,406,2022-12-24,4
920,694,364,2023-09-05,3
921,734,376,2021-11-03,1
922,804,314,2022-06-30,1
923,688,368,2021-06-23,3
924,989,274,2023-02-05,1
925,633,356,2022-01-09,2
926,398,260,2021-05-13,3
927,490,342,2022-06-17,4
928,826,203,2022-05-14,4
929,943,482,2022-02-17,4
930,526,59,2021-09-21,2
